From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	SUPFAM	Pfam	InterPro
Q821P2	Q821P2	reviewed	SYS_CHLCV	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS CCA_00897	Chlamydia caviae (strain ATCC VR-813 / DSM 19441 / 03DC25 / GPIC) (Chlamydophila caviae)	426	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
Q1IZU9	Q1IZU9	reviewed	SYS_DEIGD	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS Dgeo_0934	Deinococcus geothermalis (strain DSM 11300 / AG-3a)	437	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
B7LD85	B7LD85	reviewed	SYS_ECO55	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS EC55989_0938	Escherichia coli (strain 55989 / EAEC)	430	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
B2VC55	B2VC55	reviewed	SYS_ERWT9	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS ETA_21510	Erwinia tasmaniensis (strain DSM 17950 / CFBP 7177 / CIP 109463 / NCPPB 4357 / Et1/99)	430	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
C1A8M5	C1A8M5	reviewed	SYS_GEMAT	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS GAU_1543	Gemmatimonas aurantiaca (strain DSM 14586 / JCM 11422 / NBRC 100505 / T-27)	425	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
A4IJ96	A4IJ96	reviewed	SYS_GEOTN	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS GTNG_0013	Geobacillus thermodenitrificans (strain NG80-2)	424	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
Q5FIN5	Q5FIN5	reviewed	SYS_LACAC	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS LBA1626	Lactobacillus acidophilus (strain ATCC 700396 / NCK56 / N2 / NCFM)	435	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
A6W0C9	A6W0C9	reviewed	SYS_MARMS	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS Mmwyl1_3252	Marinomonas sp. (strain MWYL1)	433	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
Q0W8S5	Q0W8S5	reviewed	SYS_METAR	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS UNCMA_29570 LRC224	Methanocella arvoryzae (strain DSM 22066 / NBRC 105507 / MRE50)	425	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
B0JTT9	B0JTT9	reviewed	SYS_MICAN	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS MAE_13050	Microcystis aeruginosa (strain NIES-843 / IAM M-2473)	427	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
B2J6K8	B2J6K8	reviewed	SYS_NOSP7	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS Npun_F4034	Nostoc punctiforme (strain ATCC 29133 / PCC 73102)	426	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
B0KLW8	B0KLW8	reviewed	SYS_PSEPG	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS PputGB1_3605	Pseudomonas putida (strain GB-1)	426	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
Q1MHM2	Q1MHM2	reviewed	SYS_RHIJ3	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS RL2049	Rhizobium johnstonii (strain DSM 114642 / LMG 32736 / 3841) (Rhizobium leguminosarum bv. viciae)	427	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
B8EET7	B8EET7	reviewed	SYS_SHEB2	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS Sbal223_2195	Shewanella baltica (strain OS223)	428	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
A3QEI8	A3QEI8	reviewed	SYS_SHELP	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS Shew_2020	Shewanella loihica (strain ATCC BAA-1088 / PV-4)	428	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
A5INQ0	A5INQ0	reviewed	SYS_STAA9	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS SaurJH9_0009	Staphylococcus aureus (strain JH9)	428	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
B2FKE4	B2FKE4	reviewed	SYS_STRMK	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS Smlt3092	Stenotrophomonas maltophilia (strain K279a)	426	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
P0DG57	P0DG57	reviewed	SYS_STRPQ	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS SPs0350	Streptococcus pyogenes serotype M3 (strain SSI-1)	425	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
C0ME07	C0ME07	reviewed	SYS_STRS7	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS SZO_15630	Streptococcus equi subsp. zooepidemicus (strain H70)	425	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
Q8DIN0	Q8DIN0	reviewed	SYS_THEVB	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS tlr1552	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	430	SSF55681;SSF46589;	PF02403;PF00587;	IPR002314;IPR006195;IPR045864;IPR002317;IPR015866;IPR042103;IPR033729;IPR010978;
Q8SRH2	Q8SRH2	reviewed	SYTC_ENCCU	Probable threonine--tRNA ligase, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	ECU07_1570	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	640	SSF52954;SSF55681;SSF55186;	PF03129;PF00587;PF07973;	IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR012675;IPR004095;IPR002320;IPR018163;IPR033728;IPR012947;
P07236	P07236	reviewed	SYTM_YEAST	Threonine--tRNA ligase, mitochondrial (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	MST1 YKL194C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	462	SSF52954;SSF55681;	PF03129;PF00587;	IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR002320;IPR047246;IPR033728;
A9M582	A9M582	reviewed	SYT_BRUC2	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS BCAN_A1086	Brucella canis (strain ATCC 23365 / NCTC 10854 / RM-666)	658	SSF52954;SSF55681;SSF81271;SSF55186;	PF03129;PF02824;PF00587;PF07973;	IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR012675;IPR004095;IPR012676;IPR002320;IPR018163;IPR047246;IPR033728;IPR012947;
Q8XI02	Q8XI02	reviewed	SYT_CLOPE	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS CPE2322	Clostridium perfringens (strain 13 / Type A)	643	SSF52954;SSF55681;SSF81271;SSF55186;	PF03129;PF02824;PF00587;PF07973;	IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR012675;IPR004095;IPR012676;IPR002320;IPR018163;IPR047246;IPR033728;IPR012947;
Q11UK3	Q11UK3	reviewed	SYT_CYTH3	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS CHU_1643	Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC 15051 / NCIMB 9469 / D465)	645	SSF52954;SSF55681;SSF81271;SSF55186;	PF03129;PF02824;PF00587;PF07973;	IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR012675;IPR004095;IPR012676;IPR002320;IPR018163;IPR047246;IPR033728;IPR012947;
A5U5W5	A5U5W5	reviewed	SYT_MYCTA	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS MRA_2642	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	692	SSF52954;SSF55681;SSF55186;	PF03129;PF00587;PF07973;	IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR004095;IPR002320;IPR018163;IPR047246;IPR033728;IPR012947;
Q9JVA3	Q9JVA3	reviewed	SYT_NEIMA	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS NMA0929	Neisseria meningitidis serogroup A / serotype 4A (strain DSM 15465 / Z2491)	637	SSF52954;SSF55681;SSF81271;SSF55186;	PF03129;PF02824;PF00587;PF07973;	IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR012675;IPR004095;IPR012676;IPR002320;IPR018163;IPR047246;IPR033728;IPR012947;
A1ARE5	A1ARE5	reviewed	SYT_PELPD	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS Ppro_2308	Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1)	636	SSF52954;SSF55681;SSF81271;SSF55186;	PF03129;PF02824;PF00587;PF07973;	IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR012675;IPR004095;IPR012676;IPR002320;IPR018163;IPR047246;IPR033728;IPR012947;
C1B4B5	C1B4B5	reviewed	SYT_RHOOB	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS ROP_68570	Rhodococcus opacus (strain B4)	685	SSF52954;SSF55681;SSF55186;	PF03129;PF00587;PF07973;	IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR004095;IPR002320;IPR018163;IPR047246;IPR033728;IPR012947;
B0TT20	B0TT20	reviewed	SYT_SHEHH	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS Shal_2020	Shewanella halifaxensis (strain HAW-EB4)	642	SSF52954;SSF55681;SSF81271;SSF55186;	PF03129;PF02824;PF00587;PF07973;	IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR012675;IPR004095;IPR012676;IPR002320;IPR018163;IPR047246;IPR033728;IPR012947;
A8AWB7	A8AWB7	reviewed	SYT_STRGC	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS SGO_0778	Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288)	647	SSF52954;SSF55681;SSF81271;SSF55186;	PF03129;PF02824;PF00587;PF07973;	IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR012675;IPR004095;IPR012676;IPR002320;IPR018163;IPR047246;IPR033728;IPR012947;
Q83GK5	Q83GK5	reviewed	SYT_TROWT	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS TWT_262	Tropheryma whipplei (strain Twist) (Whipple's bacillus)	640	SSF52954;SSF55681;SSF55186;	PF03129;PF00587;PF07973;	IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR002320;IPR018163;IPR047246;IPR033728;IPR012947;
O76070	O76070	reviewed	SYUG_HUMAN	Gamma-synuclein (Breast cancer-specific gene 1 protein) (Persyn) (Synoretin) (SR)	SNCG BCSG1 PERSYN PRSN	Homo sapiens (Human)	127	SSF118375;	PF01387;	IPR001058;IPR002462;
Q9Z0F7	Q9Z0F7	reviewed	SYUG_MOUSE	Gamma-synuclein (Persyn)	Sncg Persyn	Mus musculus (Mouse)	123	SSF118375;	PF01387;	IPR001058;IPR002462;
O51680	O51680	reviewed	SYV_BORBU	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS BB_0738	Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31) (Borrelia burgdorferi)	875	SSF47323;SSF52374;SSF46589;SSF50677;	PF08264;PF00133;PF10458;	IPR001412;IPR002300;IPR033705;IPR013155;IPR014729;IPR010978;IPR009080;IPR037118;IPR019499;IPR009008;IPR002303;
Q660D6	Q660D6	reviewed	SYV_BORGP	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS BG0759	Borrelia garinii subsp. bavariensis (strain ATCC BAA-2496 / DSM 23469 / PBi) (Borreliella bavariensis)	875	SSF47323;SSF52374;SSF46589;SSF50677;	PF08264;PF00133;PF10458;	IPR001412;IPR002300;IPR033705;IPR013155;IPR014729;IPR010978;IPR009080;IPR037118;IPR019499;IPR009008;IPR002303;
Q5V1H0	Q5V1H0	reviewed	SYV_HALMA	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS rrnAC1729	Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809) (Halobacterium marismortui)	901	SSF47323;SSF52374;SSF50677;	PF08264;PF00133;	IPR001412;IPR002300;IPR033705;IPR013155;IPR014729;IPR009080;IPR009008;IPR022874;IPR002303;
A5CCE0	A5CCE0	reviewed	SYV_ORITB	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS OTBS_0273	Orientia tsutsugamushi (strain Boryong) (Rickettsia tsutsugamushi)	854	SSF47323;SSF52374;SSF50677;	PF08264;PF00133;	IPR001412;IPR002300;IPR033705;IPR013155;IPR014729;IPR009080;IPR009008;IPR022874;IPR002303;
B4SJ70	B4SJ70	reviewed	SYV_STRM5	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS Smal_0533	Stenotrophomonas maltophilia (strain R551-3)	942	SSF47323;SSF52374;SSF46589;SSF50677;	PF08264;PF00133;PF10458;	IPR001412;IPR002300;IPR033705;IPR013155;IPR014729;IPR010978;IPR009080;IPR037118;IPR019499;IPR009008;IPR002303;
Q8ZBH1	Q8ZBH1	reviewed	SYV_YERPE	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS YPO3443 y0743 YP_0641	Yersinia pestis	965	SSF47323;SSF52374;SSF46589;SSF50677;	PF08264;PF00133;PF10458;	IPR001412;IPR002300;IPR033705;IPR013155;IPR014729;IPR010978;IPR009080;IPR037118;IPR019499;IPR009008;IPR002303;
Q9K8Y2	Q9K8Y2	reviewed	SYW_HALH5	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS BH2870	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	330	SSF52374;	PF00579;	IPR001412;IPR002305;IPR014729;IPR002306;IPR024109;IPR050203;
Q8FRR3	Q8FRR3	reviewed	SYW_COREF	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS CE0696	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	346	SSF52374;	PF00579;	IPR002305;IPR014729;IPR002306;IPR024109;IPR050203;
P00954	P00954	reviewed	SYW_ECOLI	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS b3384 JW3347	Escherichia coli (strain K12)	334	SSF52374;	PF00579;	IPR001412;IPR002305;IPR014729;IPR002306;IPR024109;IPR050203;
Q9JYQ9	Q9JYQ9	reviewed	SYW_NEIMB	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS NMB1471	Neisseria meningitidis serogroup B (strain MC58)	336	SSF52374;	PF00579;	IPR002305;IPR014729;IPR002306;IPR024109;IPR050203;
Q98C31	Q98C31	reviewed	SYW_RHILO	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS mll5317	Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099))	355	SSF52374;	PF00579;	IPR001412;IPR002305;IPR014729;IPR002306;IPR024109;IPR050203;
Q8ZJF2	Q8ZJF2	reviewed	SYW_YERPE	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS YPO0157 y3940 YP_0159	Yersinia pestis	342	SSF52374;	PF00579;	IPR001412;IPR002305;IPR014729;IPR002306;IPR024109;IPR050203;
Q65G35	Q65G35	reviewed	SYY1_BACLD	Tyrosine--tRNA ligase 1 (EC 6.1.1.1) (Tyrosyl-tRNA synthetase 1) (TyrRS 1)	tyrS1 BLi03118 BL00439	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	421	SSF55174;SSF52374;	PF01479;PF00579;	IPR001412;IPR002305;IPR014729;IPR002942;IPR036986;IPR002307;IPR024088;IPR024107;
Q72Y10	Q72Y10	reviewed	SYY2_BACC1	Tyrosine--tRNA ligase 2 (EC 6.1.1.1) (Tyrosyl-tRNA synthetase 2) (TyrRS 2)	tyrS2 BCE_5211	Bacillus cereus (strain ATCC 10987 / NRS 248)	419	SSF55174;SSF52374;	PF01479;PF00579;	IPR001412;IPR002305;IPR014729;IPR002942;IPR036986;IPR002307;IPR024088;IPR024107;
Q7N9W0	Q7N9W0	reviewed	SYY2_PHOLL	Tyrosine--tRNA ligase 2 (EC 6.1.1.1) (Tyrosyl-tRNA synthetase 2) (TyrRS 2)	tyrS2 plu0201	Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) (Photorhabdus luminescens subsp. laumondii)	399	SSF55174;SSF52374;	PF01479;PF00579;	IPR001412;IPR002305;IPR014729;IPR002942;IPR036986;IPR002307;IPR024088;IPR024108;
Q5ZJ08	Q5ZJ08	reviewed	SYYC_CHICK	Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	YARS1 YARS RCJMB04_21p3	Gallus gallus (Chicken)	527	SSF50249;SSF52374;	PF00579;PF01588;	IPR002305;IPR012340;IPR014729;IPR002547;IPR002307;IPR051270;
Q54WD9	Q54WD9	reviewed	SYYM_DICDI	Probable tyrosine--tRNA ligase, mitochondrial (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	mtyrS DDB_G0279715	Dictyostelium discoideum (Social amoeba)	482	SSF55174;SSF52374;	PF00579;	IPR001412;IPR002305;IPR014729;IPR036986;IPR002307;IPR024088;IPR024107;
Q7NTI2	Q7NTI2	reviewed	SYY_CHRVO	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS CV_3072	Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757)	424	SSF55174;SSF52374;	PF01479;PF00579;	IPR002305;IPR014729;IPR002942;IPR036986;IPR002307;IPR024088;IPR024107;
B8FGS9	B8FGS9	reviewed	SYY_DESAL	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS Dalk_3621	Desulfatibacillum aliphaticivorans	430	SSF55174;SSF52374;	PF00579;	IPR002305;IPR014729;IPR036986;IPR002307;IPR024088;IPR024107;
B1IQB7	B1IQB7	reviewed	SYY_ECOLC	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS EcolC_1992	Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks)	424	SSF55174;SSF52374;	PF01479;PF00579;	IPR001412;IPR002305;IPR014729;IPR002942;IPR036986;IPR002307;IPR024088;IPR024107;
Q38XK7	Q38XK7	reviewed	SYY_LATSS	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS LCA_0769	Latilactobacillus sakei subsp. sakei (strain 23K) (Lactobacillus sakei subsp. sakei)	419	SSF55174;SSF52374;	PF01479;PF00579;	IPR001412;IPR002305;IPR014729;IPR002942;IPR036986;IPR002307;IPR024088;IPR024107;
Q49900	Q49900	reviewed	SYY_MYCLE	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS ML1352 MLC1351.16c	Mycobacterium leprae (strain TN)	426	SSF55174;SSF52374;	PF01479;PF00579;	IPR001412;IPR002305;IPR014729;IPR002942;IPR036986;IPR002307;IPR024088;IPR024107;
Q74MD3	Q74MD3	reviewed	SYY_NANEQ	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS NEQ389	Nanoarchaeum equitans (strain Kin4-M)	376	SSF52374;	PF00579;	IPR002305;IPR014729;IPR023678;IPR023617;IPR050489;
Q319F8	Q319F8	reviewed	SYY_PROM9	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS PMT9312_1427	Prochlorococcus marinus (strain MIT 9312)	412	SSF55174;SSF52374;	PF00579;	IPR002305;IPR014729;IPR036986;IPR002307;IPR024088;IPR024108;
Q88QQ2	Q88QQ2	reviewed	SYY_PSEPK	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS PP_0436	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	399	SSF55174;SSF52374;	PF01479;PF00579;	IPR001412;IPR002305;IPR014729;IPR002942;IPR036986;IPR002307;IPR024088;IPR024108;
Q9WYU8	Q9WYU8	reviewed	SYY_THEMA	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS TM_0478	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	401	SSF55174;SSF52374;	PF01479;PF00579;	IPR002305;IPR014729;IPR002942;IPR036986;IPR002307;IPR024088;IPR024108;
A4TIS1	A4TIS1	reviewed	SYY_YERPP	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS YPDSF_0777	Yersinia pestis (strain Pestoides F)	424	SSF55174;SSF52374;	PF01479;PF00579;	IPR001412;IPR002305;IPR014729;IPR002942;IPR036986;IPR002307;IPR024088;IPR024107;
Q80VP8	Q80VP8	reviewed	T106C_MOUSE	Transmembrane protein 106C	Tmem106c D15Ertd405e	Mus musculus (Mouse)	260		PF07092;PF21002;	IPR009790;IPR048509;IPR048511;
Q3TA38	Q3TA38	reviewed	T120B_MOUSE	Transmembrane protein 120B	Tmem120b	Mus musculus (Mouse)	339		PF07851;	IPR012926;
Q5EAX9	Q5EAX9	reviewed	T12BA_XENLA	Transmembrane protein 120B-A	tmem120b-a	Xenopus laevis (African clawed frog)	335		PF07851;	IPR012926;
Q14C87	Q14C87	reviewed	T132D_HUMAN	Transmembrane protein 132D (Mature oligodendrocytes transmembrane protein) (Mature OL transmembrane protein)	TMEM132D HBE120 KIAA1944 MOLT	Homo sapiens (Human)	1099		PF16070;PF15706;PF15705;	IPR026307;IPR031436;IPR031437;IPR031435;
Q76HP3	Q76HP3	reviewed	T132D_MOUSE	Transmembrane protein 132D (Mature oligodendrocytes transmembrane protein) (Mature OL transmembrane protein)	Tmem132d Molt	Mus musculus (Mouse)	1097		PF16070;PF15706;PF15705;	IPR026307;IPR031436;IPR031437;IPR031435;
Q7TQ79	Q7TQ79	reviewed	T170B_RAT	Transmembrane protein 170B (Liver regeneration-related protein LRRG102)	Tmem170b Ac1258	Rattus norvegicus (Rat)	132		PF10190;	IPR019334;
Q6GQE1	Q6GQE1	reviewed	T184C_XENLA	Transmembrane protein 184C (Transmembrane protein 34)	tmem184c tmem34	Xenopus laevis (African clawed frog)	444		PF03619;	IPR005178;
P0C7N4	P0C7N4	reviewed	T191B_HUMAN	Transmembrane protein 191B	TMEM191B	Homo sapiens (Human)	346		PF15194;	IPR028186;
Q57168	Q57168	reviewed	T1MH_HAEIN	Type I restriction enzyme HindI methylase subunit (M protein) (EC 2.1.1.72) (Type I methyltransferase M.HindI) (M.HindI) (Type I restriction enzyme HindVIIP methylase subunit)	hsdM HI_1287	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	443	SSF53335;	PF02384;	IPR003356;IPR029063;IPR038333;IPR052916;
