Uniprot ID,Substrate (including stereochemistry),Name of product,Class (I or II)
E9F5E9,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
E9E766,"(2E,6E)-FPP",(+)-corvol ether B,Class I
E9E766,"(2E,6E)-FPP",(+)-corvol ether A,Class I
E9E766,"(2E,6E)-FPP",epizonarene,Class I
E9E766,"(2E,6E)-FPP",γ-cadinene,Class I
E9E766,"(2E,6E)-FPP",δ-cadinene,Class I
E9E766,"(2E,6E)-FPP",α-cadinene,Class I
E9E766,"(2E,6E)-FPP",α-cadinol,Class I
E8W6C7,"(2E,6E)-FPP","(+)-(1(10)E,4E,6S,7R)-germacradien-6-ol",Class I
E7DN64,"(S)-2,3-epoxysqualene",δ-amyrin,Class II
E7DN64,"(S)-2,3-epoxysqualene",α-amyrin,Class II
E7DN64,"(S)-2,3-epoxysqualene",β-amyrin,Class II
E7DN63,"(S)-2,3-epoxysqualene",β-amyrin,Class II
E5RM29,"(2E,6E)-FPP",(−)-β-elemene,Class I
E5L4Y4,"(2E,6E)-FPP",(−)-germacrene A,Class I
E5L4Y4,"(2E,6E)-FPP",δ-guaiene,Class I
E5GAG4,(2E)-GPP,(+)-α-pinene,Class I
E5GAG2,(2E)-GPP,(+)-α-phellandrene,Class I
E5GAG1,"(2E,6E)-FPP",(−)-β-curcumene,Class I
E5GAG0,"(2E,6E)-FPP",(−)-γ-cadinene,Class I
E5GAF8,"(2E,6E)-FPP",(−)-germacrene D,Class I
E5GAF7,"(2E,6E)-FPP",(−)-germacrene D,Class I
E5GAF6,"(2E,6E)-FPP",(−)-exo-α-bergamotene,Class I
E5GAF5,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
E5GAF5,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
E5GAF4,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
E5GAF4,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
E5GAF3,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
E5GAF3,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
E4V6I8,"(S)-2,3-epoxysqualene","(17Z)-protosta-17(20),24-dien-3β-ol",Class II
E4N7E5,"(2E,6E)-FPP",(+)-corvol ether B,Class I
E4N7E5,"(2E,6E)-FPP",(+)-corvol ether A,Class I
E4MYY0,"(2E,6E)-FPP","(2Z,6E)-hedycaryol",Class I
E3WDE2,"(2E,6E,10E)-GGPP","5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
E3WDE2,ent-copalyl diphosphate,ent-kaurene,Class I
E3W326,"(2E,6E)-FPP",(S)-β-bisabolene,Class I
E3W208,"(2E,6E)-FPP",guaiol,Class I
E3W208,"(2E,6E)-FPP",elemol,Class I
E3W207,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
E3W206,"(2E,6E)-FPP","(E,R)-α-bisabolene",Class I
E3W205,"(2E,6E)-FPP",β-bisabolene,Class I
E3W204,"(2E,6E)-FPP",(−)-β-santalene,Class I
E3W204,"(2E,6E)-FPP",(+)-α-santalene,Class I
E3W204,"(2E,6E)-FPP",(−)-exo-α-bergamotene,Class I
E3W203,"(2E,6E)-FPP",(−)-β-santalene,Class I
E3W203,"(2E,6E)-FPP",(+)-α-santalene,Class I
E3W203,"(2E,6E)-FPP",(−)-exo-α-bergamotene,Class I
E3W202,"(2E,6E)-FPP",(−)-exo-α-bergamotene,Class I
E3W202,"(2E,6E)-FPP",(+)-α-santalene,Class I
E3W202,"(2E,6E)-FPP",(−)-β-santalene,Class I
E3VWJ0,"(2E,6E)-FPP",pentalenene,Class I
E2IUB0,"(S)-2,3-epoxysqualene",cycloartenol,Class II
E2IUA9,"(S)-2,3-epoxysqualene",lupeol,Class II
E2IUA8,"(S)-2,3-epoxysqualene",friedelin,Class II
E2IUA7,"(S)-2,3-epoxysqualene",glutinol,Class II
E2IUA6,"(S)-2,3-epoxysqualene",taraxerol,Class II
E2IHE0,"(2E,6E,10E)-GGPP",copal-8-ol diphosphate(3−),Class II
E2E2P2,(2E)-GPP,β-phellandrene,Class I
E2E2P2,(2E)-GPP,(+)-sabinene,Class I
E2E2P0,(2E)-GPP,γ-terpinene,Class I
E2E2P0,(2E)-GPP,α-terpinene,Class I
E2E2P0,(2E)-GPP,α-thujene,Class I
E2E2P0,(2E)-GPP,α-pinene,Class I
E2E2P0,(2E)-GPP,sabinene,Class I
E2E2P0,(2E)-GPP,β-myrcene,Class I
E2E2P0,(2E)-GPP,p-cymene,Class I
E2E2P0,(2E)-GPP,(4R)-limonene,Class I
E2E2N8,"(2E,6E)-FPP",(−)-germacrene D,Class I
E2E2N8,(2E)-GPP,geraniol,Class I
E2E2N4,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
E2E2N3,(2E)-GPP,(E)-β-ocimene,Class I
E2E2N3,(2E)-GPP,β-myrcene,Class I
E2E2N3,(2E)-GPP,α-terpinene,Class I
E2E2N3,(2E)-GPP,β-phellandrene,Class I
E2E2N3,(2E)-GPP,(Z)-β-ocimene,Class I
E2E2N3,(2E)-GPP,γ-terpinene,Class I
DgTC-2,"(2E,6E,10E)-GGPP",cembrene A,Class I
DgTC-2,"(2E,6E)-FPP","(2-trans,6-trans)-farnesol",Class I
DgTC-1,"(2E,6E)-FPP",nephthene,Class I
D9XDR8,"(2E,6E)-FPP",(−)-α-amorphene,Class I
D9XD61,"(2E,6E)-FPP",7-epi-α-eudesmol,Class I
D9J0D5,"(2E,6E,10E)-GGPP",alpha-cembratrien-ol,Class I
D9J0D5,"(2E,6E,10E)-GGPP",beta-cembratrien-ol,Class I
D9J0D4,"(2E,6E,10E)-GGPP",alpha-cembratrien-ol,Class I
D9J0D4,"(2E,6E,10E)-GGPP",beta-cembratrien-ol,Class I
D9J0D3,"(2E,6E,10E)-GGPP",alpha-cembratrien-ol,Class I
D9J0D3,"(2E,6E,10E)-GGPP",beta-cembratrien-ol,Class I
D8RNZ9,"(2E,6E)-FPP","(3S,6E)-nerolidol",Class I
D8RNZ9,(2E)-GPP,limonene,Class I
D8RNZ9,(2E)-GPP,(S)-linalool,Class I
D8RLD3,"(2E,6E)-FPP",(+)-germacrene D,Class I
D8RLD3,"(2E,6E)-FPP",α-copaene,Class I
D8RLD3,"(2E,6E)-FPP",(−)-β-elemene,Class I
D8RLD3,"(2E,6E)-FPP",bicyclogermacrene,Class I
D8RLD3,"(2E,6E)-FPP",γ-cadinene,Class I
D8RLD3,"(2E,6E)-FPP",δ-cadinene,Class I
D8RLD3,"(2E,6E)-FPP",α-cadinene,Class I
D7T0P8,"(S)-2,3-epoxysqualene",β-amyrin,Class II
D7PHZ5,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
D7NJ68,"(S)-2,3-epoxysqualene",lanosterol,Class II
D5SL78,(2E)-GPP,(R)-linalool,Class I
D5SL78,"(2E,6E)-FPP",(6E)-nerolidol,Class I
D5SJ87,"(2E,6E,10E)-GGPP","(5S,9S,10S,13E)-labda-7,13-dien-15-yl diphosphate(3−)",Class II
D5KXJ0,"(2E,6E,10E)-GGPP",prephytoene diphosphate,prenyl
D5KXJ0,prephytoene PP,15-cis-phytoene,prenyl
D5KXD2,"(2Z,6Z)-FPP",β-bisabolene,Class I
D5KXD2,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
D5KXD2,(2E)-GPP,β-myrcene,Class I
D4IIJ1,ent-copalyl diphosphate,ent-kaurene,Class I
D4IIJ0,ent-copalyl diphosphate,ent-kaurene,Class I
D3KYU2,(E)-2-MeGPP,2-methylisoborneol,Class I
D2YZP9,"(2E,6E)-FPP",(S)-β-bisabolene,Class I
D2XEB3,ent-copalyl diphosphate,ent-kaurene,Class I
D2X8Y8,ent-copalyl diphosphate,ent-kaurene,Class I
D2X8G2,"(2E,6E,10E)-GGPP",ent-copalyl diphosphate,Class II
D2X8G1,ent-copalyl diphosphate,ent-kaurene,Class I
D2X8G0,"(2E,6E,10E)-GGPP",ent-copalyl diphosphate,Class II
D2K762,"(2E,6E)-FPP",squalene,prenyl
D2B747,"(2E,6E)-FPP",(+)-4-epi-cubebol,Class I
D1MJ52,"(2E,6E)-FPP",(−)-germacrene A,Class I
D0VMR8,"(2E,6E)-FPP",δ-guaiene,Class I
D0VMR8,"(2E,6E)-FPP",α-guaiene,Class I
D0VMR7,"(2E,6E)-FPP",δ-guaiene,Class I
D0VMR7,"(2E,6E)-FPP",α-guaiene,Class I
D0VMR6,"(2E,6E)-FPP",δ-guaiene,Class I
D0VMR6,"(2E,6E)-FPP",α-guaiene,Class I
D0VMR5,Negative,,
D0VFU8,"(2E,6E)-FPP",squalene,prenyl
D0UZK2,"(2E,6E)-FPP",(+)-valencene,Class I
CiTC-1,"(2E,6E)-FPP",Capnellene,Class I
C9K2Q3,"(2E,6E,10E)-GGPP","fusicocca-2,10(14)-diene",Class I
C9K2Q3,dimethylallyl PP; isopentenyl PP,geranylgeranyl diphosphate(3−),prenyl
C9K1X5,"(2E,6E,10E)-GGPP",cyclooctat-9-en-7-ol,Class I
C9E894,"(2E,6E)-FPP",squalene,prenyl
C8XPS0,(+)-copalyl diphosphate,miltiradiene,Class I
C7SCX0,"(S)-2,3-epoxysqualene",β-amyrin,Class II
C7PLV2,"(2Z,6E)-FPP",(−)-γ-cadinene,Class I
C7E5W0,"(2E,6E)-FPP",trans-β-farnesene,Class I
C7E5V9,"(2E,6E)-FPP",trans-β-farnesene,Class I
C7E5V8,"(2E,6E)-FPP",trans-β-farnesene,Class I
C7E5V7,"(2E,6E)-FPP",trans-β-farnesene,Class I
C7ASI9,(2E)-GPP,(+)-car-3-ene,Class I
C5YN30,"(2E,6E)-FPP",(Z)-γ-bisabolene,Class I
C5YN30,"(2E,6E)-FPP",(−)-exo-α-bergamotene,Class I
C5YHZ9,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
C5YHZ9,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
C5YHI2,"(2E,6E)-FPP",β-sesquiphellandrene,Class I
C5YHH7,"(2E,6E)-FPP",zingiberene,Class I
C5I6F7,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
C5I6F7,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
C5H3I7,"(2E,6E)-FPP",zingiberene,Class I
C5H3I7,"(2E,6E)-FPP",β-sesquiphellandrene,Class I
C3RSF5,(2E)-GPP,α-pinene,Class I
C1K5M3,NPP,β-phellandrene,Class I
C0SSW7,"(2E,6E,10E)-GGPP",ent-copalyl diphosphate,Class II
C0PTH8,(2E)-GPP,β-phellandrene,Class I
C0PTH8,(2E)-GPP,(−)-β-pinene,Class I
C0PTH8,(2E)-GPP,(−)-α-pinene,Class I
C0PTH8,(2E)-GPP,β-myrcene,Class I
C0PTH8,(2E)-GPP,α-phellandrene,Class I
C0PTH8,(2E)-GPP,terpinolene,Class I
C0PT35,(2E)-GPP,"1,8-cineole",Class I
C0PT35,(2E)-GPP,(S)-(−)-α-terpineol,Class I
C0PT35,(2E)-GPP,β-myrcene,Class I
C0PT35,(2E)-GPP,β-pinene,Class I
C0PT35,(2E)-GPP,(+)-α-pinene,Class I
C0PPR1,(2E)-GPP,(R)-linalool,Class I
C0PPM5,"(2E,6E)-FPP",(+)-α-longipinene,Class I
C0PPM5,"(2E,6E)-FPP",longifolene,Class I
C0PPM5,"(2E,6E)-FPP",γ-himachalene,Class I
C0PPM5,"(2E,6E)-FPP",trans-β-farnesene,Class I
C0PPM5,"(2E,6E)-FPP",β-longipinene,Class I
C0KWV7,(2E)-GPP,linalool,Class I
C0KWV6,(2E)-GPP,geraniol,Class I
C0KWV5,(2E)-GPP,linalool,Class I
C0KWV4,(2E)-GPP,geraniol,Class I
C0KWV3,(2E)-GPP,linalool,Class I
BDO24661.1,"(2E,6E)-FPP",pleostene,Class I
BDO24661.1,"(2E,6E)-FPP",isobazzanene,Class I
BDI63124.1,"(2E,6E)-FPP",isobazzanene,Class I
BDI63123.1,"(2E,6E)-FPP",α-barbatene,Class I
BDI63123.1,"(2E,6E)-FPP",β-barbatene,Class I
BDI63121.1,"(2E,6E)-FPP",γ-cadinene,Class I
BDI63118.1,"(2E,6E)-FPP",Δ6-protoilludene,Class I
BDI63117.1,"(2E,6E)-FPP","cadina-1,4-diene",Class I
BDI63117.1,"(2E,6E)-FPP","cadina-1(6),4-diene",Class I
BDI63117.1,"(2E,6E)-FPP",δ-cadinene,Class I
BDI63117.1,"(2E,6E)-FPP",β-copaene,Class I
BDI63117.1,"(2E,6E)-FPP",(E)-β-farnesene,Class I
BDI63116.1,"(2E,6E)-FPP","cadina-1,4-diene",Class I
BDI63116.1,"(2E,6E)-FPP","cadina-1(6),4-diene",Class I
BDI63116.1,"(2E,6E)-FPP",δ-cadinene,Class I
BDI63116.1,"(2E,6E)-FPP",β-copaene,Class I
BDI63116.1,"(2E,6E)-FPP",zonarene,Class I
BDI63114.1,"(2E,6E)-FPP",δ-cadinene,Class I
BDI63113.1,"(2E,6E)-FPP",α-cuprenene,Class I
BDI63111.1,"(2E,6E)-FPP",pleostene,Class I
BDI63110.1,"(2E,6E)-FPP","cadina-1,4-diene",Class I
BDI63110.1,"(2E,6E)-FPP","cadina-1(6),4-diene",Class I
BDI63110.1,"(2E,6E)-FPP",δ-cadinene,Class I
BDI63110.1,"(2E,6E)-FPP",(E)-β-farnesene,Class I
BDI63110.1,"(2E,6E)-FPP",zonarene,Class I
BDI63109.1,"(2E,6E)-FPP",δ-cadinene,Class I
BDI63109.1,"(2E,6E)-FPP",isobazzanene,Class I
BDI63109.1,"(2E,6E)-FPP",α-muurolene,Class I
BDI63108.1,"(2E,6E)-FPP",δ-cadinene,Class I
BDI63108.1,"(2E,6E)-FPP",α-muurolene,Class I
BDI63108.1,"(2E,6E)-FPP",zonarene,Class I
BDI63107.1,"(2E,6E)-FPP",δ-cadinene,Class I
BDI63107.1,"(2E,6E)-FPP",isobazzanene,Class I
BDI63107.1,"(2E,6E)-FPP",α-muurolene,Class I
BDI63103.1,"(2E,6E)-FPP",β-barbatene,Class I
BDI63099.1,"(2E,6E)-FPP","cadina-1,4-diene",Class I
BDI63099.1,"(2E,6E)-FPP","cadina-1(6),4-diene",Class I
BDI63099.1,"(2E,6E)-FPP",δ-cadinene,Class I
BDI63099.1,"(2E,6E)-FPP",β-copaene,Class I
BDI63099.1,"(2E,6E)-FPP",zonarene,Class I
BDI63096.1,"(2E,6E)-FPP",Δ6-protoilludene,Class I
BDI63095.1,"(2E,6E)-FPP",Δ6-protoilludene,Class I
BDI63091.1,"(2E,6E)-FPP","cadina-1,4-diene",Class I
BDI63091.1,"(2E,6E)-FPP","cadina-1(6),4-diene",Class I
BDI63091.1,"(2E,6E)-FPP",δ-cadinene,Class I
BDI63091.1,"(2E,6E)-FPP",β-copaene,Class I
BDI63091.1,"(2E,6E)-FPP",(E)-β-farnesene,Class I
BDI63091.1,"(2E,6E)-FPP",zonarene,Class I
BDI63087.1,"(2E,6E)-FPP",Δ6-Protoilludene,Class I
BDI63085.1,"(2E,6E)-FPP",(Z)-α-bisabolene,Class I
BDI63084.1,"(2E,6E)-FPP",δ-cadinene,Class I
BDI63084.1,"(2E,6E)-FPP",epizonarene,Class I
BDI63083.1,"(2E,6E)-FPP","cadina-1,4-diene",Class I
BDI63083.1,"(2E,6E)-FPP","cadina-1(6),4-diene",Class I
BDI63083.1,"(2E,6E)-FPP",δ-cadinene,Class I
BDI63083.1,"(2E,6E)-FPP",zonarene,Class I
BaTC-2,"(2E,6E,10E)-GGPP",klysimplexin R,Class I
BaTC-2,"(2E,6E)-FPP","(2-trans,6-trans)-farnesol",Class I
BaTC-2,(2E)-GPP,geraniol,Class I
BaTC-1,"(2E,6E,10E)-GGPP",cembrene A,Class I
B9X0J1,"(S)-2,3-epoxysqualene",baccharis oxide,Class II
B9T625,ent-copalyl diphosphate,ent-kaurene,Class I
B9S9Z3,"(2E,6E)-FPP",(+)-δ-cadinene,Class I
B9S9Z3,"(2E,6E)-FPP",α-copaene,Class I
B9RXW0,"(2E,6E)-FPP","(E,E)-α-farnesene",Class I
B9RHW5,"(2E,6E,10E)-GGPP",casbene,Class I
B9GSM9,"(2E,6E,10E)-GGPP",ent-copalyl diphosphate,Class II
B8XA41,"(2Z,6Z)-FPP",(+)-α-santalene,Class I
B8XA41,"(2Z,6Z)-FPP",(+)-endo-β-bergamotene,Class I
B8XA41,"(2Z,6Z)-FPP",(−)-endo-α-bergamotene,Class I
B8PQ84,"(2E,6E,10E)-GGPP","5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
B8PD44,"(2E,6E)-FPP",α-copaene,Class I
B8PD44,"(2E,6E)-FPP",β-cubebene,Class I
B8PD44,"(2E,6E)-FPP",α‐cubebene,Class I
B8PD44,"(2E,6E)-FPP",cyclosativene,Class I
B8PD44,"(2E,6E)-FPP",sativene,Class I
B8PD44,"(2E,6E)-FPP",β-copaene,Class I
B8PD44,"(2E,6E)-FPP",sesquisabinene B,Class I
B8PD44,"(2E,6E)-FPP","cadina-1(6),4-diene",Class I
B8PD44,"(2E,6E)-FPP",γ-muurolene,Class I
B8PD44,"(2E,6E)-FPP",bicyclosesquiphellandrene,Class I
B8PD44,"(2E,6E)-FPP",allo-aromadendr-9-ene,Class I
B8PD44,"(2E,6E)-FPP",(+)-4-epi-cubebol,Class I
B8PD44,"(2E,6E)-FPP",α-muurolene,Class I
B8PD44,"(2E,6E)-FPP",cubebol,Class I
B8PD44,"(2E,6E)-FPP",δ-cadinene,Class I
B6UV92,"(2E,6E,10E)-GGPP",15-cis-phytoene,prenyl
B6SCF6,"(2E,6E)-FPP",(+)-(R)-germacrene A,Class I
B6SCF5,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
B6SCF4,(2E)-GPP,β-myrcene,Class I
B6K412,squalene,hop-22(29)-ene,Class II
B6K412,squalene,hopan-22-ol,Class II
B6HFX8,"(2E,6E,10E)-GGPP",penichrysol,Class I
B6HFX8,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
B6H063,"(2E,6E)-FPP",(+)-aristolochene,Class I
B6EXY6,"(S)-2,3-epoxysqualene",β-amyrin,Class II
B5HDJ6,"(2E,6E)-FPP","selina-4(15),7(11)-diene",Class I
B5H7H3,"(2E,6E)-FPP","(+)-(2S,3R,9R)-pristinol",Class I
B5GW45,"(2E,6E)-FPP",(+)-τ-muurolol,Class I
B5GS26,"(2E,6E)-FPP",(−)-δ-cadinene,Class I
B5GRC8,"(13E)-labda-7,13-dien-15-yl PP","labda-7,13(16),14-triene",Class I
B5GMG2,(2E)-GPP,"1,8-cineole",Class I
B5GMG2,NPP,"1,8-cineole",Class I
B5A435,"(2E,6E)-FPP",germacrene D-4-ol,Class I
B5A435,"(2E,6E)-FPP",(−)-helminthogermacrene,Class I
B5A434,(2E)-GPP,(R)-(+)-α-terpineol,Class I
B4YYR2,"(2E,6E)-FPP","(1E,4E)-germacrene B",Class I
B4YA15,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
B4XAK6,"(2E,6E)-FPP",(+)-longifolene,Class I
B4XAK6,"(2E,6E)-FPP",(+)-α-longipinene,Class I
B4XAK5,"(2E,6E)-FPP","1(10),5-germacradien-4-ol",Class I
B4XAK4,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
B4XAK4,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
B3Y522,squalene,"dammara-20,24-diene",Class II
B3TPQ7,(2E)-GPP,(S)-(−)-α-terpineol,Class I
B3TPQ7,(2E)-GPP,(R)-(+)-α-terpineol,Class I
B3TPQ6,"(2E,6E)-FPP",β-cubebene,Class I
B2KSJ6,"(2E,6E)-FPP","(E,E)-α-farnesene",Class I
B2KSJ5,"(2E,6E)-FPP",(+)-γ-cadinene,Class I
B2KSJ5,"(2E,6E)-FPP",(+)-δ-cadinene,Class I
B2J4A4,"(2E,6E)-FPP",5-epi-α-selinene,Class I
B2DBF1,"(2E,6E,10E)-GGPP","5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
B2DBF0,"(2E,6E,10E)-GGPP","5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
B2DBF0,(+)-copalyl diphosphate,phyllocladan-16α-ol,Class I
B2DBE9,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
B2DBE9,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
B2DBE9,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
B2DBE8,(2E)-GPP; isopentenyl PP,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
B2C4D8,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
B2C4D8,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
B2C4D7,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
B2C4D7,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
B2C4D6,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
B2C4D6,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
B2C4D5,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
B2C4D5,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
B2C4D4,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
B2C4D4,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
B2C4D3,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
B2C4D3,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
B2C4D0,"(2E,6E)-FPP",(−)-β-caryophyllene,Class I
B1XJV9,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
B1XJV9,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
B1XJV9,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
B1W019,"(2E,6E)-FPP",(+)-β-caryophyllene,Class I
B1W019,"(2E,6E)-FPP",(+)-caryolan-1-ol,Class I
B1PLH3,"(S)-2,3-epoxysqualene",β-amyrin,Class II
B1PLH3,"(S)-2,3-epoxysqualene",lanosterol,Class II
B1B1U4,"(2E,6E)-FPP",β-eudesmol,Class I
B1B1U4,"(2E,6E)-FPP",10-epi-γ-eudesmol,Class I
B1B1U4,"(2E,6E)-FPP",α-eudesmol,Class I
B1B1U3,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
B0Y5B4,"(S)-2,3-epoxysqualene","(17Z)-protosta-17(20),24-dien-3β-ol",Class II
B0Y565,"(S)-2,3-epoxysqualene","21-beta-H-hopane-3-beta,22-diol",Class II
B0KZ40,"(2E,6E,10E)-GGPP",15-cis-phytoene,prenyl
B0FGA9,"(2E,6E)-FPP",(+)-(R)-germacrene A,Class I
A9JQL9,"(2E,6E)-FPP","15-cis-4,4'-diapophytoene",prenyl
A9GK58,"(2E,6E)-FPP",(−)-10-epi-cubebol,Class I
A9GK58,"(2E,6E)-FPP",germacrene D,Class I
A9GK58,"(2E,6E)-FPP",cubebol,Class I
A9GK58,"(2E,6E)-FPP",δ-cadinene,Class I
A9GK58,"(2E,6E)-FPP",τ-cadinol,Class I
A9GK58,"(2E,6E)-FPP",(−)-cubenol,Class I
A9GK58,"(2E,6E)-FPP",α-cadinol,Class I
A9GK58,"(2E,6E)-FPP",epizonarene,Class I
A9GK58,"(2E,6E)-FPP",10-epi-alpha-cubebene,Class I
A9GK58,"(2E,6E)-FPP",10-epi-beta-cubebene,Class I
A9GK58,"(2E,6E)-FPP","cadina-3,5-diene",Class I
A9GK58,"(2E,6E)-FPP",cis-muurola-4(15)5-diene,Class I
A9GK58,"(2E,6E)-FPP","1,10-di-epi-cubenol",Class I
A9FZ87,"(2E,6E)-FPP",(+)-eremophilene,Class I
A9AWD5,"(2E,6E,10E)-GGPP",(+)-kolavenyl diphosphate(3−),Class II
A8R7G3,"(S)-2,3-epoxysqualene",cycloartenol,Class II
A8NU13,"(2E,6E)-FPP",(-)-cubebol,Class I
A8NU13,"(2E,6E)-FPP",β-copaene,Class I
A8NU13,"(2E,6E)-FPP",β-cubebene,Class I
A8NU13,"(2E,6E)-FPP",(+)-sativene,Class I
A8NE23,"(2E,6E)-FPP",α-muurolene,Class I
A8NE23,"(2E,6E)-FPP",γ-muurolene,Class I
A8NE23,"(2E,6E)-FPP",(+)-(R)-germacrene A,Class I
A8NCK5,"(2E,6E)-FPP",(−)-α-cuprenene,Class I
A8CDT3,"(S)-2,3-epoxysqualene",lupeol,Class II
A8CDT2,"(S)-2,3-epoxysqualene",β-amyrin,Class II
A8C981,"(S)-2,3-epoxysqualene",taraxerol,Class II
A8C980,"(S)-2,3-epoxysqualene",germanicol,Class II
A7NH01,"(2E,6E)-FPP",(+)-τ-muurolol,Class I
A7IZZ2,(2E)-GPP,(+)-α-pinene,Class I
A7IZZ1,(2E)-GPP,(4S)-limonene,Class I
A7BJ36,"(S)-2,3-epoxysqualene",β-amyrin,Class II
A7BJ35,"(S)-2,3-epoxysqualene",β-amyrin,Class II
A7BG60,(2E)-GPP,(−)-β-pinene,Class I
A6XH05,(2E)-GPP,"1,8-cineole",Class I
A5YZT7,(2E)-GPP,α-terpineol,Class I
A5YZT7,(2E)-GPP,limonene,Class I
A5YZT7,(2E)-GPP,γ-terpinene,Class I
A5YZT7,(2E)-GPP,terpinolene,Class I
A5Y5L5,(2E)-GPP,"1,8-cineole",Class I
A5LHW8,"(S)-2,3-epoxysqualene",α-amyrin,Class II
A5BEB8,"(2E,6E)-FPP",α-cubebene,Class I
A5AQH7,"(2E,6E)-FPP","(1E,4E,8E)-α-humulene",Class I
A5A8G0,"(2E,6E,10E)-GGPP","5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)",Class II
A5A8G0,ent-copalyl diphosphate,ent-kaurene,Class I
A4VB63,"(S)-2,3-epoxysqualene",cycloartenol,Class II
A4UUM6,(2E)-GPP,α-pinene,Class I
A4UUM6,(2E)-GPP,β-pinene,Class I
A4KAG8,ent-copalyl diphosphate,ent-isokaurene,Class I
A4KAG7,ent-copalyl diphosphate,ent-isokaurene,Class I
A4FVP2,(2E)-GPP,tricyclene,Class I
A4FG19,(E)-2-MeGPP,2-methylisoborneol,Class I
A3KI17,(E)-2-MeGPP,2-methylisoborneol,Class I
A2PZA54,"(2E,6E,10E)-GGPP","fusicocca-2,10(14)-diene",Class I
A2PZA54,"(2E,6E,10E)-GGPP",delta-araneosene,Class I
A2PZA54,"(2E,6E)-FPP + IPP",GGPP,prenyl
A1JH12,(2E)-GPP,α-pinene,Class I
A1E4D1,"(S)-2,3-epoxysqualene",β-amyrin,Class II
A1DN30,"(2E,6E,10E,14E)-GFPP",sesterfisherol,Class I
A1DN30,"(2E,6E,10E)-GGPP; isopentenyl PP",all-trans-pentaprenyl diphosphate(3−),prenyl
A1DN30,dimethylallyl PP; isopentenyl PP,geranyl diphosphate(3−),prenyl
A1DN30,(2E)-GPP; isopentenyl PP,"2-trans,6-trans-farnesyl diphosphate(3−)",prenyl
A1DN30,"(2E,6E)-FPP; isopentenyl PP","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3−)",prenyl
A1CVK0,"(S)-2,3-epoxysqualene","(17Z)-protosta-17(20),24-dien-3β-ol",Class II
